2023-04-02 16:23:42,Neutral
2023-04-02 16:23:42,Neutral
2023-04-02 16:23:43,Neutral
2023-04-02 16:23:43,Neutral
2023-04-02 16:23:43,Neutral
2023-04-02 16:23:45,Neutral
2023-04-02 16:23:46,Neutral
2023-04-02 16:23:46,Happy
2023-04-02 16:23:46,Neutral
2023-04-02 16:23:46,Happy
2023-04-02 16:23:47,Happy
2023-04-02 16:23:47,Happy
2023-04-02 16:23:47,Happy
2023-04-02 16:23:52,Happy
2023-04-02 16:23:52,Happy
2023-04-02 16:24:07,Angry
2023-04-02 16:24:07,Angry
2023-04-02 16:24:07,Neutral
2023-04-02 16:24:07,Neutral
2023-04-02 16:24:07,Neutral
2023-04-02 16:24:07,Happy
2023-04-02 16:24:07,Neutral
2023-04-02 16:24:08,Neutral
2023-04-02 16:24:08,Neutral
2023-04-02 16:24:08,Surprise
2023-04-02 16:24:08,Surprise
2023-04-02 16:24:09,Surprise
2023-04-02 16:24:09,Surprise
2023-04-02 16:24:09,Surprise
2023-04-02 16:24:09,Angry
2023-04-02 16:24:10,Neutral
2023-04-02 16:24:10,Neutral
2023-04-02 16:24:10,Angry
2023-04-02 16:24:10,Angry
2023-04-02 16:24:11,Angry
2023-04-02 16:24:11,Angry
2023-04-02 16:24:11,Angry
2023-04-02 16:24:11,Neutral
2023-04-02 16:24:11,Neutral
2023-04-02 16:24:11,Neutral
2023-04-02 16:24:11,Neutral
2023-04-02 16:24:11,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Happy
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:12,Neutral
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Happy
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Neutral
2023-04-02 16:24:13,Angry
2023-04-02 16:24:14,Neutral
2023-04-02 16:24:14,Neutral
2023-04-02 16:24:15,Angry
2023-04-02 16:24:15,Angry
2023-04-02 16:24:15,Neutral
2023-04-02 16:24:16,Angry
2023-04-02 16:24:16,Angry
2023-04-02 16:24:16,Sad
2023-04-02 16:24:16,Happy
2023-04-02 16:24:17,Angry
2023-04-02 16:24:18,Neutral
2023-04-02 17:08:36,Fear
2023-04-02 17:08:38,Neutral
2023-04-02 17:08:38,Sad
2023-04-02 17:08:38,Sad
2023-04-02 17:08:39,Neutral
2023-04-02 17:08:39,Neutral
2023-04-02 17:08:40,Angry
2023-04-02 17:08:40,Angry
2023-04-02 17:08:40,Angry
2023-04-02 17:08:40,Angry
2023-04-02 17:08:40,Neutral
2023-04-02 17:08:41,Fear
2023-04-02 17:08:41,Angry
2023-04-02 17:08:41,Angry
2023-04-02 17:08:41,Neutral
2023-04-02 17:08:41,Angry
2023-04-02 17:08:42,Angry
2023-04-02 17:08:42,Angry
2023-04-02 17:08:42,Angry
2023-04-02 17:08:42,Fear
2023-04-02 17:08:42,Fear
2023-04-02 17:08:42,Neutral
2023-04-02 17:08:43,Angry
2023-04-02 17:08:45,Neutral
2023-04-02 17:08:46,Happy
2023-04-02 17:08:48,Happy
2023-04-02 17:08:48,Happy
2023-04-02 17:08:50,Happy
2023-04-02 17:08:50,Happy
2023-04-02 17:08:50,Happy
2023-04-02 17:08:50,Happy
2023-04-02 17:08:50,Sad
2023-04-02 17:08:50,Happy
2023-04-02 17:08:52,Angry
2023-04-02 17:08:52,Angry
2023-04-02 17:08:52,Happy
2023-04-02 17:08:52,Happy
2023-04-02 17:08:52,Happy
2023-04-02 17:08:52,Fear
2023-04-02 17:08:52,Happy
2023-04-02 17:08:52,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:53,Happy
2023-04-02 17:08:54,Happy
2023-04-02 17:08:54,Happy
2023-04-02 17:08:54,Happy
2023-04-02 17:08:54,Fear
2023-04-02 17:08:54,Happy
2023-04-02 17:08:54,Happy
2023-04-02 17:08:54,Happy
2023-04-02 17:08:55,Happy
2023-04-02 17:08:55,Happy
2023-04-02 17:08:55,Happy
2023-04-02 17:08:55,Fear
2023-04-02 17:08:55,Fear
2023-04-02 17:08:55,Neutral
2023-04-02 17:08:55,Neutral
2023-04-02 17:08:56,Fear
2023-04-02 17:08:56,Neutral
2023-04-02 17:08:56,Fear
2023-04-02 17:08:56,Neutral
2023-04-02 17:08:56,Neutral
2023-04-02 17:08:56,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:57,Neutral
2023-04-02 17:08:58,Neutral
2023-04-02 17:08:58,Neutral
2023-04-02 17:08:58,Fear
2023-04-02 17:08:58,Fear
2023-04-02 17:08:58,Fear
2023-04-02 17:08:58,Neutral
2023-04-02 17:08:59,Fear
2023-04-02 17:08:59,Neutral
2023-04-02 17:08:59,Fear
2023-04-02 17:08:59,Fear
2023-04-02 17:08:59,Neutral
2023-04-02 17:08:59,Fear
2023-04-02 17:08:59,Neutral
2023-04-02 17:08:59,Neutral
2023-04-02 17:09:00,Neutral
2023-04-02 17:09:00,Fear
2023-04-02 17:09:00,Angry
2023-04-02 17:09:00,Neutral
2023-04-02 17:09:00,Neutral
2023-04-02 17:09:01,Neutral
2023-04-02 17:09:01,Angry
2023-04-02 17:09:01,Angry
2023-04-02 17:09:01,Angry
2023-04-02 17:09:01,Angry
2023-04-02 17:09:02,Angry
2023-04-02 17:09:05,Neutral
2023-04-02 17:09:07,Surprise
2023-04-02 17:09:07,Fear
2023-04-02 17:09:07,Neutral
2023-04-02 17:09:07,Surprise
2023-04-02 17:09:08,Neutral
2023-04-02 17:09:09,Neutral
2023-04-02 17:09:09,Neutral
2023-04-02 17:09:09,Angry
2023-04-02 17:09:09,Angry
2023-04-02 17:09:09,Angry
2023-04-02 17:09:09,Angry
2023-04-02 17:09:09,Angry
2023-04-02 17:09:10,Angry
2023-04-02 17:09:11,Angry
2023-04-02 17:09:11,Neutral
2023-04-02 17:09:12,Neutral
2023-04-02 17:09:12,Neutral
2023-04-02 17:09:12,Neutral
2023-04-02 17:09:12,Surprise
2023-04-02 17:09:13,Neutral
2023-04-02 17:09:13,Neutral
2023-04-02 17:09:13,Angry
2023-04-02 17:09:13,Neutral
2023-04-02 17:09:13,Neutral
2023-04-02 17:09:13,Neutral
2023-04-02 17:09:14,Neutral
2023-04-02 17:09:14,Angry
2023-04-02 17:09:14,Angry
2023-04-02 17:09:14,Angry
2023-04-02 17:09:14,Angry
2023-04-02 17:09:14,Neutral
2023-04-02 17:09:15,Neutral
2023-04-02 17:09:15,Neutral
2023-04-02 17:09:15,Neutral
2023-04-02 17:09:15,Angry
2023-04-02 17:09:16,Neutral
2023-04-02 17:09:16,Neutral
2023-04-02 17:09:16,Angry
2023-04-02 17:09:16,Angry
2023-04-02 17:09:17,Angry
2023-04-02 17:09:17,Neutral
2023-04-02 17:09:17,Neutral
2023-04-02 17:09:18,Neutral
2023-04-02 17:09:18,Angry
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:19,Neutral
2023-04-02 17:09:20,Angry
2023-04-02 17:09:20,Angry
2023-04-02 17:09:20,Angry
2023-04-02 17:09:20,Angry
2023-04-02 17:09:20,Angry
2023-04-02 17:09:21,Angry
2023-04-02 17:09:21,Angry
2023-04-02 17:09:21,Neutral
2023-04-02 17:09:22,Neutral
2023-04-02 17:09:23,Neutral
2023-04-02 17:09:23,Neutral
2023-04-02 17:09:23,Neutral
2023-04-02 17:09:23,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:24,Neutral
2023-04-02 17:09:25,Neutral
2023-04-02 17:09:25,Neutral
2023-04-02 17:09:25,Neutral
2023-04-02 17:09:25,Neutral
2023-04-02 17:09:25,Angry
2023-04-02 17:09:25,Angry
2023-04-02 17:09:25,Neutral
2023-04-02 17:09:26,Angry
2023-04-02 17:09:26,Angry
2023-04-02 17:09:26,Neutral
2023-04-02 17:09:26,Angry
2023-04-02 17:09:26,Neutral
2023-04-02 17:09:26,Angry
2023-04-02 17:09:26,Angry
2023-04-02 17:09:27,Neutral
2023-04-02 17:09:27,Neutral
2023-04-02 17:09:27,Neutral
2023-04-02 17:09:28,Sad
2023-04-02 17:09:31,Happy
2023-04-02 17:09:31,Neutral
2023-04-02 17:09:32,Neutral
2023-04-02 17:09:32,Neutral
2023-04-02 17:09:32,Neutral
2023-04-02 17:09:32,Neutral
